x,y,z,Pixel Trigger Value,Point Type
41.481562,-9.999998,4.2699928032,12,1
41.481531,-9.999999,4.2699928032,8,1
41.48148,-10.000002,4.2699928032,10,1
41.481599,-9.999993,4.2699928032,7,1
41.481544,-10,4.2699928032,8,1
41.48151,-10.000001,4.2699928032,14,1
41.481252,-10,4.2699928032,14,1
41.48013,-10.000002,4.2699928032,6,1
41.478928,-10,4.2699928032,6,1
41.481122,-9.999996,4.2699928032,8,1
41.481506,-10.000001,4.2699928032,8,1
41.481184,-10,4.2699928032,11,1
41.481495,-10.000001,4.2699928032,9,1
41.481214,-9.999998,4.2699928032,10,1
41.48013,-9.999995,4.2699928032,13,1
41.480168,-9.999998,4.2699928032,8,1
41.480212,-10.000003,4.2699928032,10,1
41.480254,-10.000002,4.2699928032,7,1
41.480211,-9.999994,4.2699928032,6,1
41.480289,-9.999999,4.2699928032,8,1
41.481502,-10.000001,4.2699928032,10,1
41.478859,-9.999998,4.2699928032,9,1
41.478887,-9.999997,4.2699928032,8,1
41.478895,-9.999998,4.2699928032,6,1
41.480232,-10.000001,4.2699928032,8,1
41.479999,-9.999995,4.2699928032,11,1
41.480201,-9.999997,4.2699928032,16,1
41.478958,-10.000002,4.2699928032,6,1
41.480226,-9.999996,4.2699928032,19,1
41.478893,-10.000002,4.2699928032,7,1
