x,y,z,Pixel Trigger Value,Point Type
41.498398,-10.000001,4.2699928032,8,1
41.50071,-9.999993,4.2699928032,23,1
41.498981,-9.999997,4.2699928032,13,1
41.500435,-9.999998,4.2699427986,16,1
41.500464,-9.999999,4.2699427986,18,1
41.498719,-9.999992,4.2699427986,23,1
41.500308,-9.999993,4.2699928032,19,1
41.499016,-9.999998,4.2699928032,22,1
41.500162,-9.999995,4.2699928032,21,1
41.499241,-9.999999,4.2699427986,19,1
41.500593,-9.999996,4.2699928032,19,1
41.499854,-9.999998,4.2699427986,21,1
41.498985,-9.999996,4.2699928032,22,1
41.500134,-9.999996,4.2699928032,19,1
41.499014,-9.999989,4.2699928032,20,1
41.501312,-9.999996,4.2699928032,20,1
41.498184,-9.999996,4.2699928032,19,1
41.500606,-9.999999,4.2699928032,18,1
41.500036,-9.999995,4.2699928032,21,1
41.498696,-9.999995,4.2699928032,22,1
41.499985,-9.999994,4.2699928032,26,1
41.498657,-9.999994,4.2699928032,14,1
41.500191,-9.999997,4.2699928032,24,1
41.499315,-9.999993,4.2699928032,24,1
41.500376,-9.999997,4.2699928032,24,1
41.50047,-9.999994,4.2699928032,27,1
41.500285,-9.999998,4.2699928032,25,1
41.500066,-9.999996,4.2699928032,27,1
41.498988,-9.999995,4.2699928032,23,1
41.500481,-9.999993,4.2699928032,23,1
