x,y,z,Pixel Trigger Value,Point Type
41.468598,-9.999995,4.2699928032,6,1
41.467628,-9.999996,4.2699928032,7,1
41.467949,-10.000002,4.2699928032,6,1
41.468517,-10.000001,4.2699928032,6,1
41.468936,-10,4.2699928032,6,1
41.467619,-10,4.2699928032,6,1
41.467617,-10,4.2699928032,10,1
41.467295,-9.999997,4.2699928032,8,1
41.467022,-10.000004,4.2699928032,7,1
41.466383,-10.000001,4.2699928032,6,1
41.466389,-9.999998,4.2699928032,6,1
41.46671,-10.000002,4.2699928032,6,1
41.467034,-9.999997,4.2699928032,8,1
41.466048,-10,4.2699928032,6,1
41.465387,-10,4.2699928032,7,1
41.465739,-10,4.2699928032,6,1
41.465484,-9.999999,4.2699928032,9,1
41.464478,-9.999999,4.2699928032,6,1
41.465461,-10.000001,4.2699928032,6,1
41.465717,-10.000003,4.2699928032,9,1
41.464814,-10,4.2699928032,6,1
41.464469,-10,4.2699928032,6,1
41.465453,-10,4.2699928032,8,1
41.463511,-9.999999,4.2699928032,6,1
41.464485,-10.000002,4.2699928032,7,1
41.464727,-10.000004,4.2699928032,6,1
41.464488,-10,4.2699928032,7,1
41.46356,-10.000003,4.2699928032,8,1
41.463896,-10.000001,4.2699928032,6,1
41.463504,-10.000002,4.2699928032,7,1
