x,y,z,Pixel Trigger Value,Point Type
41.569314,-9.999981,4.2699928032,79,1
41.620326,-9.999981,4.2699928032,161,1
41.596009,-9.999981,4.2699928032,75,1
41.601047,-9.999989,4.2699928032,166,1
41.600251,-9.999986,4.2699928032,159,1
41.617351,-9.99998,4.2699928032,156,1
41.615954,-9.999977,4.2699928032,163,1
41.614574,-9.999984,4.2699928032,156,1
41.616644,-9.999981,4.2699928032,153,1
41.577051,-9.999996,4.2699928032,77,1
41.621842,-9.999984,4.2699928032,166,1
41.59355,-9.999976,4.2699928032,57,1
41.619945,-9.999976,4.2699928032,159,1
41.595574,-9.999977,4.2699928032,75,1
41.619507,-9.999979,4.2699928032,163,1
41.601878,-9.999977,4.2699928032,99,1
41.620426,-9.999976,4.2699928032,156,1
41.58355,-9.999989,4.2699928032,98,1
41.602347,-9.99999,4.2699928032,157,1
41.581348,-9.999992,4.2699928032,89,1
41.604448,-9.999989,4.2699928032,161,1
41.582051,-9.99999,4.2699928032,84,1
41.611052,-9.99999,4.2699928032,166,1
41.603952,-9.999989,4.2699928032,163,1
41.605149,-9.999992,4.2699928032,160,1
41.59805,-9.999989,4.2699928032,163,1
41.60055,-9.999991,4.2699928032,162,1
41.598849,-9.999994,4.2699928032,161,1
41.602252,-9.999988,4.2699928032,156,1
41.618516,-9.999976,4.2699928032,148,1
