x,y,z,Pixel Trigger Value,Point Type
41.475756,-9.999998,4.2699928032,6,1
41.475216,-10.000003,4.2699928032,6,1
41.474702,-9.999998,4.2699928032,8,1
41.474001,-9.999998,4.2699928032,8,1
41.472026,-9.999999,4.2699928032,6,1
41.474066,-9.999996,4.2699928032,6,1
41.473182,-9.999999,4.2699928032,6,1
41.473166,-10.000001,4.2699928032,6,1
41.473385,-10,4.2699928032,6,1
41.473177,-10,4.2699928032,6,1
41.473385,-9.999999,4.2699928032,6,1
41.474669,-9.999998,4.2699928032,10,1
41.472073,-10.000002,4.2699928032,6,1
41.472031,-10.000001,4.2699928032,6,1
41.472694,-9.999997,4.2699928032,9,1
41.472561,-10.000001,4.2699928032,7,1
41.472006,-9.999998,4.2699928032,8,1
41.472878,-10.000003,4.2699928032,7,1
41.471561,-10,4.2699928032,6,1
41.471369,-10.000001,4.2699928032,9,1
41.472679,-10,4.2699928032,8,1
41.47137,-9.999998,4.2699928032,6,1
41.470886,-9.999997,4.2699928032,6,1
41.470942,-10.000002,4.2699928032,6,1
41.470839,-10.000002,4.2699928032,7,1
41.470704,-10.000003,4.2699928032,6,1
41.471886,-10,4.2699928032,7,1
41.470907,-10,4.2699928032,6,1
41.47151,-10.000004,4.2699928032,7,1
41.470752,-10.000003,4.2699928032,10,1
