x,y,z,Pixel Trigger Value,Point Type
41.551374,-9.999995,4.2699928032,38,1
41.550475,-9.999996,4.2699928032,38,1
41.561707,-9.999992,4.2699928032,44,1
41.560464,-9.99999,4.2700428078,36,1
41.551077,-9.999993,4.2699928032,40,1
41.550878,-9.999996,4.2699928032,38,1
41.561174,-9.999989,4.2699928032,43,1
41.551274,-9.999999,4.2699928032,34,1
41.561734,-9.999988,4.2699928032,45,1
41.551426,-9.999995,4.2699928032,40,1
41.564109,-9.999994,4.2699928032,53,1
41.562178,-9.999986,4.2699928032,48,1
41.563237,-9.999989,4.2699928032,53,1
41.560448,-9.999986,4.2699928032,47,1
41.56109,-9.999991,4.2699928032,53,1
41.561357,-9.999989,4.2699928032,58,1
41.560639,-9.999992,4.2699928032,49,1
41.551626,-9.999997,4.2699928032,52,1
41.561263,-9.999991,4.2699928032,52,1
41.561317,-9.99999,4.2699928032,53,1
41.55173,-9.999998,4.2699928032,46,1
41.561117,-9.99999,4.2699928032,46,1
41.560421,-9.999991,4.2699928032,44,1
41.560883,-9.999988,4.2699928032,54,1
41.551677,-9.999992,4.2699928032,47,1
41.551426,-9.999997,4.2699928032,49,1
41.560918,-9.999986,4.2699928032,47,1
41.550973,-9.999997,4.2699928032,45,1
41.551574,-9.999994,4.2699928032,42,1
41.551525,-9.999998,4.2699928032,46,1
