x,y,z,Pixel Trigger Value,Point Type
41.490273,-9.999998,4.2699928032,20,1
41.491078,-9.999997,4.2699928032,24,1
41.486806,-9.999996,4.2699928032,6,1
41.491537,-10.000001,4.2699928032,19,1
41.490352,-10,4.2699928032,23,1
41.48745,-9.999995,4.2699928032,6,1
41.487569,-9.999996,4.2699928032,8,1
41.487824,-9.999997,4.2699928032,7,1
41.487378,-9.999996,4.2699928032,7,1
41.487533,-9.999999,4.2699928032,12,1
41.487771,-9.999996,4.2699928032,17,1
41.487488,-9.999999,4.2699928032,6,1
41.487748,-9.999997,4.2699928032,8,1
41.490621,-9.999995,4.2699928032,22,1
41.487705,-9.999998,4.2699928032,11,1
41.487716,-9.999998,4.2699928032,16,1
41.487583,-9.999998,4.2699928032,8,1
41.488499,-9.999996,4.2699928032,7,1
41.487935,-9.999996,4.2699928032,7,1
41.487825,-10.000001,4.2699928032,6,1
41.48743,-9.999997,4.2699928032,6,1
41.487555,-9.999993,4.2699928032,12,1
41.488496,-9.999996,4.2699928032,15,1
41.48788,-9.999997,4.2699928032,9,1
41.488039,-9.999994,4.2699928032,8,1
41.487454,-10,4.2699928032,8,1
41.487324,-9.999999,4.2699928032,15,1
41.487768,-9.999998,4.2699928032,8,1
41.487573,-10.000001,4.2699928032,8,1
41.487838,-9.999999,4.2699928032,8,1
